,text,labels,productCode,productName,oldCategory,oldType,productCategory,WRONG,asdadsa,ingredientList
436,"139297127Walmart KIND Bars, Dark Chocolate Nuts Sea Salt, Gluten Free, 5g of Sugar, 14 Ounce, 12 Count pantry candy & snacks snacks, chips, salsas & dips almonds, dark chocolate flavored coating (palm kernel oil, chicory root fiber, sugar, cocoa powder, soy lecithin, natural flavor, salt), peanuts, chicory root fiber, honey,walnuts, glucose syrup, rice flour, unsweetened chocolate, sea salt, soy lecithin, sugar",nutrition & granola bars,139297127Walmart,"KIND Bars, Dark Chocolate Nuts Sea Salt, Gluten Free, 5g of Sugar, 14 Ounce, 12 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars,"almonds, dark chocolate flavored coating (palm kernel oil, chicory root fiber, sugar, cocoa powder, soy lecithin, natural flavor, salt), peanuts, chicory root fiber, honey,walnuts, glucose syrup, rice flour, unsweetened chocolate, sea salt, soy lecithin, sugar"
437,"139544232Walmart Hershey's Miniatures Assortment Chocolate Candy, 12 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, chocolate, cocoa butter, peanuts, milk, nonfat milk, milk fat, rice flour, contains 2% or less of cocoa processed with alkali, lecithin (soy), pgpr, emulsifier, salt, malt extract, monoglycerides, natural flavor and artificial flavor",candy & chocolate,139544232Walmart,"Hershey's Miniatures Assortment Chocolate Candy, 12 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, chocolate, cocoa butter, peanuts, milk, nonfat milk, milk fat, rice flour, contains 2% or less of cocoa processed with alkali, lecithin (soy), pgpr, emulsifier, salt, malt extract, monoglycerides, natural flavor and artificial flavor"
438,"139578571Walmart Boston Baked Beans Candies Coated Peanuts, 43 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, peanuts, corn syrup, modified food starch (corn), acacia (gum arabic), confectioner's glaze (shellac), artificial flavor, carnauba wax, white mineral oil, red 40, yellow 5, yellow 6, blue 2",candy & chocolate,139578571Walmart,"Boston Baked Beans Candies Coated Peanuts, 43 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, peanuts, corn syrup, modified food starch (corn), acacia (gum arabic), confectioner's glaze (shellac), artificial flavor, carnauba wax, white mineral oil, red 40, yellow 5, yellow 6, blue 2"
439,"139779711Walmart Hail Merry Chocolate Almond Butter Cups, 176 Oz, 2 Count pantry candy & snacks snacks, chips, salsas & dips maple syrup, almond butter, almond flour, dark cocoa,  virgin coconut oil, sea salt",candy & chocolate,139779711Walmart,"Hail Merry Chocolate Almond Butter Cups, 176 Oz, 2 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"maple syrup, almond butter, almond flour, dark cocoa,  virgin coconut oil, sea salt"
440,"139941034Walmart Extra, Sugar Free Spearmint Chewing Gum, 35 Pcs pantry candy & snacks snacks, chips, salsas & dips sorbitol, gum base, glycerol, natural and artificial flavors, hydrogenated starch hydrolysate, less than 2% of aspartame, mannitol, soy lecithin, acesulfame k, bht (to maintain freshness), color (blue 1 lake)",candy & chocolate,139941034Walmart,"Extra, Sugar Free Spearmint Chewing Gum, 35 Pcs",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sorbitol, gum base, glycerol, natural and artificial flavors, hydrogenated starch hydrolysate, less than 2% of aspartame, mannitol, soy lecithin, acesulfame k, bht (to maintain freshness), color (blue 1 lake)"
441,"140124942Walmart Great Value Candy Coated Chocolatey Pearls, Green, 175 oz pantry candy & snacks snacks, chips, salsas & dips sugar, dextrose, hydrogenated palm kernel oil, reduced protein whey, cocoa, corn syrup, tapioca dextrin, titanium dioxide color, soy lecithin, natural and artificial flavors, carnauba wax, salt, hydroxypropyl methylcellulose, beeswax, mica-based pearlescent pigment color, yellow 5, blue 1",candy & chocolate,140124942Walmart,"Great Value Candy Coated Chocolatey Pearls, Green, 175 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, dextrose, hydrogenated palm kernel oil, reduced protein whey, cocoa, corn syrup, tapioca dextrin, titanium dioxide color, soy lecithin, natural and artificial flavors, carnauba wax, salt, hydroxypropyl methylcellulose, beeswax, mica-based pearlescent pigment color, yellow 5, blue 1"
442,"140293204Walmart Pop Secret Classic Butter Microwave Popcorn Family Size, 32 Oz, 12 Bag pantry candy & snacks snacks, chips, salsas & dips whole grain popcorn, palm oil, salt, natural and artificial flavor (milk), rosemary extract (to preserve freshness), ascorbic acid (to preserve freshness), annatto extract (color), paprika extract (color)",miscellaneous snacks,140293204Walmart,"Pop Secret Classic Butter Microwave Popcorn Family Size, 32 Oz, 12 Bag",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"whole grain popcorn, palm oil, salt, natural and artificial flavor (milk), rosemary extract (to preserve freshness), ascorbic acid (to preserve freshness), annatto extract (color), paprika extract (color)"
443,"140334218Walmart Cherry Bay Orchards Dried Jubilee, 6 Oz pantry candy & snacks snacks, chips, salsas & dips dried montmorency cherries (montmorency cherries, sugar), balaton cherries (balaton cherries, sugar), dried light sweet cherries (light sweet cherries, sugar), sunflower oil",nutrition & granola bars,140334218Walmart,"Cherry Bay Orchards Dried Jubilee, 6 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars,"dried montmorency cherries (montmorency cherries, sugar), balaton cherries (balaton cherries, sugar), dried light sweet cherries (light sweet cherries, sugar), sunflower oil"
444,"140565519Walmart Junior Caramels Candy Movie Theater Size Box, 36 oz pantry candy & snacks snacks, chips, salsas & dips milk chocolate (sugar, cocoa butter, chocolate, milk, and soy lecithin - an emulsifier), sugar, corn syrup, palm oil, dry whole milk, mono and diglycerides, natural flavors, whey, confectioner's glaze, salt, food starch-modified, soy lecithin",candy & chocolate,140565519Walmart,"Junior Caramels Candy Movie Theater Size Box, 36 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"milk chocolate (sugar, cocoa butter, chocolate, milk, and soy lecithin - an emulsifier), sugar, corn syrup, palm oil, dry whole milk, mono and diglycerides, natural flavors, whey, confectioner's glaze, salt, food starch-modified, soy lecithin"
445,"140580540Walmart Hershey's Assortment Chocolate Candy, 17 Oz pantry candy & snacks snacks, chips, salsas & dips rolo caramels milk chocolate sugar, nonfat milk, cocoa butter, chocolate, milk fat, lactose, lecithin (soy), pgpr, emulsifier, vanillin, artificial flavor, sugar, corn syrup, high fructose corn syrup, hydrogenated vegetable oil palm kernel oil, soybean oil, nonfat milk, contains 2% or less of palm kernel oil, salt, baking soda, vanillin, artificial flavor reese's peanut butter cups miniatures milk chocolate sugar, cocoa butter, chocolate, nonfat milk, milk fat, lactose, lecithin (soy), pgpr, emulsifier, pea",candy & chocolate,140580540Walmart,"Hershey's Assortment Chocolate Candy, 17 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"rolo caramels milk chocolate sugar, nonfat milk, cocoa butter, chocolate, milk fat, lactose, lecithin (soy), pgpr, emulsifier, vanillin, artificial flavor, sugar, corn syrup, high fructose corn syrup, hydrogenated vegetable oil palm kernel oil, soybean oil, nonfat milk, contains 2% or less of palm kernel oil, salt, baking soda, vanillin, artificial flavor reese's peanut butter cups miniatures milk chocolate sugar, cocoa butter, chocolate, nonfat milk, milk fat, lactose, lecithin (soy), pgpr, emulsifier, pea"
446,"140607362Walmart Great Value Candy Coated Chocolatey Pearls, White, 175 oz pantry candy & snacks snacks, chips, salsas & dips sugar, dextrose, hydrogenated palm kernel oil, reduced protein whey, cocoa, corn syrup, tapioca dextrin, titanium dioxide color, soy lecithin, natural and artificial flavors, carnauba wax, salt, hydroxypropyl methylcellulose, beeswax, mica-based pearlescent pigment color",candy & chocolate,140607362Walmart,"Great Value Candy Coated Chocolatey Pearls, White, 175 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, dextrose, hydrogenated palm kernel oil, reduced protein whey, cocoa, corn syrup, tapioca dextrin, titanium dioxide color, soy lecithin, natural and artificial flavors, carnauba wax, salt, hydroxypropyl methylcellulose, beeswax, mica-based pearlescent pigment color"
447,"140738234Walmart Entenmann's Little Bites Strawberry Yogurt Muffins pantry candy & snacks snacks, chips, salsas & dips sugar, bleached wheat flour, water, soybean oil, eggs, strawberry puree, yogurt powder, (nonfat milk, cultures, natural flavors), dextrose, fructose, glycerin, leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate), modified cornstarch, canola oil, dried strawberries, natural and artificial flavor, enrichment (tricalcium phosphate, vitamin d3), mono and diglycerides, iodized salt, sorbitan monostearate, polysorbate 60, wheat starch, whey protein concentrate, citric acid, sodium stearoyl l",miscellaneous snacks,140738234Walmart,Entenmann's Little Bites Strawberry Yogurt Muffins,pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"sugar, bleached wheat flour, water, soybean oil, eggs, strawberry puree, yogurt powder, (nonfat milk, cultures, natural flavors), dextrose, fructose, glycerin, leavening (baking soda, sodium acid pyrophosphate, monocalcium phosphate), modified cornstarch, canola oil, dried strawberries, natural and artificial flavor, enrichment (tricalcium phosphate, vitamin d3), mono and diglycerides, iodized salt, sorbitan monostearate, polysorbate 60, wheat starch, whey protein concentrate, citric acid, sodium stearoyl l"
448,"140840399Walmart Keebler Town House Pita Mediterranean Herb Crackers Hummus Snack Box, 275 Oz, 3 Count pantry candy & snacks snacks, chips, salsas & dips hummus (garbanzo beans, water, tahini ground sesame, garlic, sugar, lemon juice concentrate, salt, lime juice concentrate, spices), crackers (enriched flour wheat flour, niacin, reduced iron, vitamin b1 (thiamin mononitrate), vitamin b2 (riboflavin), folic acid, soybean oil with tbhq for freshness, rice flour, sugar, oat fiber, sea salt, whey, yeast, tomato powder, garlic powder, onion powder, salt, dextrose, natural flavor, citric acid, spice, corn syrup solids, turmeric extract color, annatto extract colo",cookies & crackers,140840399Walmart,"Keebler Town House Pita Mediterranean Herb Crackers Hummus Snack Box, 275 Oz, 3 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"hummus (garbanzo beans, water, tahini ground sesame, garlic, sugar, lemon juice concentrate, salt, lime juice concentrate, spices), crackers (enriched flour wheat flour, niacin, reduced iron, vitamin b1 (thiamin mononitrate), vitamin b2 (riboflavin), folic acid, soybean oil with tbhq for freshness, rice flour, sugar, oat fiber, sea salt, whey, yeast, tomato powder, garlic powder, onion powder, salt, dextrose, natural flavor, citric acid, spice, corn syrup solids, turmeric extract color, annatto extract colo"
449,"14089254Walmart Nestle Giant Crunchy Milk Chocolate Candy Bar, 44 Oz pantry candy & snacks snacks, chips, salsas & dips milk chocolate (sugar, chocolate, cocoa butter, nonfat milk, milkfat, lactose, soy lecithin, natural flavor) crisped rice (rice flour, sugar, barley malt, salt)",candy & chocolate,14089254Walmart,"Nestle Giant Crunchy Milk Chocolate Candy Bar, 44 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"milk chocolate (sugar, chocolate, cocoa butter, nonfat milk, milkfat, lactose, soy lecithin, natural flavor) crisped rice (rice flour, sugar, barley malt, salt)"
450,"14089350Walmart Utz Ripples Barbeque Potato Chips Big Bag, 145 Oz pantry candy & snacks snacks, chips, salsas & dips potatoes, cottonseed oil, dextrose, salt, sugar, corn flour, torula yeast, onion and garlic powders, horseradish powder, tomato powder, natural coloring (includes extractives of paprika, annatto and turmeric), spice extractives, natural smoke flavor",chips,14089350Walmart,"Utz Ripples Barbeque Potato Chips Big Bag, 145 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips,"potatoes, cottonseed oil, dextrose, salt, sugar, corn flour, torula yeast, onion and garlic powders, horseradish powder, tomato powder, natural coloring (includes extractives of paprika, annatto and turmeric), spice extractives, natural smoke flavor"
451,"14089351Walmart Utz Of Hanover Ripple Cut Sour Cream Onion Potato Chips, 16 Oz pantry candy & snacks snacks, chips, salsas & dips potatoes, cottonseed oil, dehydrated whey, dextrose, salt, shortening powder partially hydrogenated soybean oil, corn syrup solids, sodium caseinate (milk derivative), dehydrated sour cream sour cream (cream, nonfat milk, cultures), cultured nonfat milk, citric acid, dehydrated onion, sugar, citric acid, dehydrated parsley, garlic powder, artificial flavor, disodium inosinate and disodium guanylate",chips,14089351Walmart,"Utz Of Hanover Ripple Cut Sour Cream Onion Potato Chips, 16 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips,"potatoes, cottonseed oil, dehydrated whey, dextrose, salt, shortening powder partially hydrogenated soybean oil, corn syrup solids, sodium caseinate (milk derivative), dehydrated sour cream sour cream (cream, nonfat milk, cultures), cultured nonfat milk, citric acid, dehydrated onion, sugar, citric acid, dehydrated parsley, garlic powder, artificial flavor, disodium inosinate and disodium guanylate"
452,"141017947Walmart Gimbal's Assorted Flavors Jelly Beans, 40 Oz pantry candy & snacks snacks, chips, salsas & dips sugar, corn syrup, food starch modified, dextrose, apple juice concentrate, natural and artificial flavors, chocolate liquor, cocoa powder, color added, red 40 lake, red 40, blue 1, blue 1 lake, blue 2 lake, yellow 5, yellow 5 lake, yellow 6, yellow 6 lake, citric acid, malic acid, ascorbic acid, sodium citrate, confectioners glaze, carnauba wax, beeswax",candy & chocolate,141017947Walmart,"Gimbal's Assorted Flavors Jelly Beans, 40 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sugar, corn syrup, food starch modified, dextrose, apple juice concentrate, natural and artificial flavors, chocolate liquor, cocoa powder, color added, red 40 lake, red 40, blue 1, blue 1 lake, blue 2 lake, yellow 5, yellow 5 lake, yellow 6, yellow 6 lake, citric acid, malic acid, ascorbic acid, sodium citrate, confectioners glaze, carnauba wax, beeswax"
453,"141094908Walmart ICE BREAKERS SugarFree Cinnamon Mints, 15 Oz, 2 Count pantry candy & snacks snacks, chips, salsas & dips sorbitol, maltitol, maltodextrin, contains 2% or less of acesulfame potassium, natural flavor and artificial flavor, gum acacia, magnesium stearate, lecithin (soy), artificial color red 40",candy & chocolate,141094908Walmart,"ICE BREAKERS SugarFree Cinnamon Mints, 15 Oz, 2 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sorbitol, maltitol, maltodextrin, contains 2% or less of acesulfame potassium, natural flavor and artificial flavor, gum acacia, magnesium stearate, lecithin (soy), artificial color red 40"
454,"14122391Walmart Jolly Time White Popcorn, 32 Oz pantry candy & snacks snacks, chips, salsas & dips 100% whole grain non-gmo white pop corn",miscellaneous snacks,14122391Walmart,"Jolly Time White Popcorn, 32 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,100% whole grain non-gmo white pop corn
455,"141322492Walmart Trolli, Tropical Sour Brite Crawlers Minis, 35 Oz pantry candy & snacks snacks, chips, salsas & dips corn syrup, sugar, gelatin, modified food starch (corn), fumaric acid, lactic acid, citric acid, sodium citrate, natural and artificial flavors, calcium lactate, sodium lactate, titanium dioxide color, yellow 6, yellow 5, blue 1, red 40",candy & chocolate,141322492Walmart,"Trolli, Tropical Sour Brite Crawlers Minis, 35 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"corn syrup, sugar, gelatin, modified food starch (corn), fumaric acid, lactic acid, citric acid, sodium citrate, natural and artificial flavors, calcium lactate, sodium lactate, titanium dioxide color, yellow 6, yellow 5, blue 1, red 40"
456,"141461093Walmart Great Value Cinnamon and Brown Sugar Breakfast Biscuits, 176 Oz, 5 Count pantry candy & snacks snacks, chips, salsas & dips grain blend (rye, oats), enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), high oleic canola oil, sugar, whole wheat flour, brown sugar, water, contain less than 2% of each of the following invert sugar, extracts of malted barley and corn, ammonium bicarbonate, baking soda, soy lecithin, salt, sodium acid pyrophosphate, propylene glycol, cinnamon, molasses, natural flavors, corn syrup, caramel color",cookies & crackers,141461093Walmart,"Great Value Cinnamon and Brown Sugar Breakfast Biscuits, 176 Oz, 5 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"grain blend (rye, oats), enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), high oleic canola oil, sugar, whole wheat flour, brown sugar, water, contain less than 2% of each of the following invert sugar, extracts of malted barley and corn, ammonium bicarbonate, baking soda, soy lecithin, salt, sodium acid pyrophosphate, propylene glycol, cinnamon, molasses, natural flavors, corn syrup, caramel color"
457,"141482300Walmart Quaker Chewy Granola Bars, Peanut Butter Chocolate Chip, 24 Count pantry candy & snacks snacks, chips, salsas & dips granola (whole grain rolled oats, brown sugar, brown rice crisp whole grain brown rice flour, sugar, salt, whole grain rolled wheat, soybean oil, whole wheat flour, sodium bicarbonate, soy lecithin, nonfat dry milk), corn syrup, semisweet chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin, vanilla extract), brown rice crisp (whole grain brown rice flour, sugar, salt), peanut butter spread (peanuts, sugar, palm oil, salt), peanut flavored chips (sugar, palm kernel and palm oil, partially de",nutrition & granola bars,141482300Walmart,"Quaker Chewy Granola Bars, Peanut Butter Chocolate Chip, 24 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars,"granola (whole grain rolled oats, brown sugar, brown rice crisp whole grain brown rice flour, sugar, salt, whole grain rolled wheat, soybean oil, whole wheat flour, sodium bicarbonate, soy lecithin, nonfat dry milk), corn syrup, semisweet chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin, vanilla extract), brown rice crisp (whole grain brown rice flour, sugar, salt), peanut butter spread (peanuts, sugar, palm oil, salt), peanut flavored chips (sugar, palm kernel and palm oil, partially de"
458,"142052785Walmart Haribo GoldBears Sour Original Gummi Candies, 9 Oz pantry candy & snacks snacks, chips, salsas & dips corn syrup, sugar, gelatin, dextrose, citric acid, malic acid, calcium citrate, sodium malate, carnauba wax, corn starch, artificial and natural flavors, yellow 5, red 40, blue 1",candy & chocolate,142052785Walmart,"Haribo GoldBears Sour Original Gummi Candies, 9 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"corn syrup, sugar, gelatin, dextrose, citric acid, malic acid, calcium citrate, sodium malate, carnauba wax, corn starch, artificial and natural flavors, yellow 5, red 40, blue 1"
459,"142074538Walmart Pepperidge Farm Goldfish Classic Mix Crackers, 29 oz Variety Pack Box, 30count Snack Packs pantry candy & snacks snacks, chips, salsas & dips cheddar crackers  made with smiles and enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), cheddar cheese (cultured milk, salt, enzymes, annatto), canola , sunflower oil, salt, contains 2% or less of yeast, sugar, autolyzed yeast extract, paprika, spices, celery, onion powder, monocalcium phosphate, baking soda contains wheat, milk colors crackers  made with smiles and enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic aci",cookies & crackers,142074538Walmart,"Pepperidge Farm Goldfish Classic Mix Crackers, 29 oz Variety Pack Box, 30count Snack Packs",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"cheddar crackers  made with smiles and enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), cheddar cheese (cultured milk, salt, enzymes, annatto), canola , sunflower oil, salt, contains 2% or less of yeast, sugar, autolyzed yeast extract, paprika, spices, celery, onion powder, monocalcium phosphate, baking soda contains wheat, milk colors crackers  made with smiles and enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic aci"
460,"142568577Walmart Wrigley's Extra SugarFree Cinnamon Flavor Gum, 15 Pieces, 3 Count pantry candy & snacks snacks, chips, salsas & dips awesome original sugar, gum base, corn syrup, glycerol, less than 2% of natural and artificial flavors, soy lecithin, corn starch, acesulfame k, aspartame, bht (to maintain freshness), color (red 40 lake) phenylketonurics contains phenylalanine sour blue raspberry sugar, gum base, corn syrup, glycerol, citric acid, less than 2% of corn starch, natural and artificial flavors, soy lecithin, malic acid, acesulfame k, aspartame, color (blue 1 lake), bht (to maintain freshness) phenylketonurics contains phenylal",candy & chocolate,142568577Walmart,"Wrigley's Extra SugarFree Cinnamon Flavor Gum, 15 Pieces, 3 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"awesome original sugar, gum base, corn syrup, glycerol, less than 2% of natural and artificial flavors, soy lecithin, corn starch, acesulfame k, aspartame, bht (to maintain freshness), color (red 40 lake) phenylketonurics contains phenylalanine sour blue raspberry sugar, gum base, corn syrup, glycerol, citric acid, less than 2% of corn starch, natural and artificial flavors, soy lecithin, malic acid, acesulfame k, aspartame, color (blue 1 lake), bht (to maintain freshness) phenylketonurics contains phenylal"
461,"142812132Walmart Great Value Buttery Whole Wheat Snack Crackers, 129 Oz pantry candy & snacks snacks, chips, salsas & dips enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), whole wheat flour, high oleic canola oil with rosemary extract to preserve freshness, sugar, contains 2% or less of salt, high fructose corn syrup, baking soda, monocalcium phosphate, natural flavor, soy lecithin, enzymes",cookies & crackers,142812132Walmart,"Great Value Buttery Whole Wheat Snack Crackers, 129 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), whole wheat flour, high oleic canola oil with rosemary extract to preserve freshness, sugar, contains 2% or less of salt, high fructose corn syrup, baking soda, monocalcium phosphate, natural flavor, soy lecithin, enzymes"
462,"142914956Instacart Trident Spearmint Gum, 15 X 14 ct pantry candy & snacks snacks, chips, salsas & dips sbitol, gum base, xylitol, glycer, natural and artificial flavg     acesulfame potassium, aspartame, bht (to mata freshness), blue lake , mannitol, soy lecith, sucralose, yellow  lake",candy & chocolate,142914956Instacart,"Trident Spearmint Gum, 15 X 14 ct",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sbitol, gum base, xylitol, glycer, natural and artificial flavg     acesulfame potassium, aspartame, bht (to mata freshness), blue lake , mannitol, soy lecith, sucralose, yellow  lake"
463,"143040612Walmart Hostess White Fudge Ding Dongs, 10 ct, 127oz pantry candy & snacks snacks, chips, salsas & dips white fudge coating (sugar, vegetable oil palm kernel , palm, non-fat dry milk, spirulina extract (color), soy lecithin, mono-glycerides and natural flavors), sugar, water, bleached enriched wheat flour wheat flour, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid, shortening (palm oil, mono and diglycerides), high fructose corn syrup, contains 2% or less corn syrup, soy lecithin, modified corn starch, eggs, egg whites, nonfat dry milk, salt, dextrose, sodium acid pyrophosphate, n",miscellaneous snacks,143040612Walmart,"Hostess White Fudge Ding Dongs, 10 ct, 127oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"white fudge coating (sugar, vegetable oil palm kernel , palm, non-fat dry milk, spirulina extract (color), soy lecithin, mono-glycerides and natural flavors), sugar, water, bleached enriched wheat flour wheat flour, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid, shortening (palm oil, mono and diglycerides), high fructose corn syrup, contains 2% or less corn syrup, soy lecithin, modified corn starch, eggs, egg whites, nonfat dry milk, salt, dextrose, sodium acid pyrophosphate, n"
464,"143058772Walmart Great Value Blueberry Breakfast Biscuits, 176 Oz, 5 Count pantry candy & snacks snacks, chips, salsas & dips grain blend (rye, oats), enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), high oleic canola oil, sugar, whole wheat flour, dried cane syrup, sweetened dried blueberries (blueberries, sugar, sunflower oil), water, contains less than 2% of each of the following invert sugar, extracts of malted barley and corn, baking soda, propylene glycol, soy lecithin, ammonium bicarbonate, salt, sodium acid pyrophosphate, natural flavors, dextrose, reduced iron, niacinamide,",cookies & crackers,143058772Walmart,"Great Value Blueberry Breakfast Biscuits, 176 Oz, 5 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"grain blend (rye, oats), enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), high oleic canola oil, sugar, whole wheat flour, dried cane syrup, sweetened dried blueberries (blueberries, sugar, sunflower oil), water, contains less than 2% of each of the following invert sugar, extracts of malted barley and corn, baking soda, propylene glycol, soy lecithin, ammonium bicarbonate, salt, sodium acid pyrophosphate, natural flavors, dextrose, reduced iron, niacinamide,"
465,"143376332Instacart Trident Tropical Twist, 15 X 14 ct pantry candy & snacks snacks, chips, salsas & dips sbitol, gum base, xylitol, glycer, natural and artificial flav     acesulfame potassium, aspartame, bht (to mata freshness), mannitol, soy lecith, sucralose, yellow  lake, yellow  lake",candy & chocolate,143376332Instacart,"Trident Tropical Twist, 15 X 14 ct",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,"sbitol, gum base, xylitol, glycer, natural and artificial flav     acesulfame potassium, aspartame, bht (to mata freshness), mannitol, soy lecith, sucralose, yellow  lake, yellow  lake"
466,"143695178Walmart Hostess Chocolate Cake Twinkies, 10 ct, 1358 oz pantry candy & snacks snacks, chips, salsas & dips water, sugar, bleached enriched wheat flour wheat flour, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid, corn syrup, high fructose corn syrup, animal and vegetable shortening (tallow, hydrogenated tallow, cottonseed oil, mono and diglycerides, polysorbate 60, soy lecithin), shortening (palm oil, mono and diglycerides), cocoa processed with alkali, glycerin, contains 2% or less modified corn starch, soy lecithin, egg whites, eggs, baking soda, natural and artificial flavor, salt,",miscellaneous snacks,143695178Walmart,"Hostess Chocolate Cake Twinkies, 10 ct, 1358 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"water, sugar, bleached enriched wheat flour wheat flour, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid, corn syrup, high fructose corn syrup, animal and vegetable shortening (tallow, hydrogenated tallow, cottonseed oil, mono and diglycerides, polysorbate 60, soy lecithin), shortening (palm oil, mono and diglycerides), cocoa processed with alkali, glycerin, contains 2% or less modified corn starch, soy lecithin, egg whites, eggs, baking soda, natural and artificial flavor, salt,"
467,"143726085Instacart Trident Bubblegum 15 X 14 ct pantry candy & snacks snacks, chips, salsas & dips contas soy phenylketonurics contas phenylalane",candy & chocolate,143726085Instacart,Trident Bubblegum 15 X 14 ct,pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate,contas soy phenylketonurics contas phenylalane
468,"143787333Walmart KIT KAT King Size Crisp Wafers in White Creme, 3 Ounces pantry candy & snacks snacks, chips, salsas & dips sugar, vegetable oil palm oil, shea oil, sunflower oil, palm kernel oil, , safflower oil, wheat flour, nonfat milk, corn syrup solids, lactose (milk), contains 2% or less of chocolate, lecithin (soy), salt, yeast, vanillin, artificial flavor, baking soda, tocopherols, to maintain freshness, pgpr, emulsifier",cookies & crackers,143787333Walmart,"KIT KAT King Size Crisp Wafers in White Creme, 3 Ounces",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers,"sugar, vegetable oil palm oil, shea oil, sunflower oil, palm kernel oil, , safflower oil, wheat flour, nonfat milk, corn syrup solids, lactose (milk), contains 2% or less of chocolate, lecithin (soy), salt, yeast, vanillin, artificial flavor, baking soda, tocopherols, to maintain freshness, pgpr, emulsifier"
469,"144538736Instacart Jack Link's Teriyaki Beef Jerky Protein OntheGo 5 PK pantry candy & snacks snacks, chips, salsas & dips beef, water, sugar,    soy sauce ,(wheat, soybeans, salt), maltodextr, flavgs, salt, yeast extract, citric acid",miscellaneous snacks,144538736Instacart,Jack Link's Teriyaki Beef Jerky Protein OntheGo 5 PK,pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks,"beef, water, sugar,    soy sauce ,(wheat, soybeans, salt), maltodextr, flavgs, salt, yeast extract, citric acid"
