text,labels,productCode,productName,oldCategory,oldType,productCategory,WRONG,asdadsa
"10898615Walmart Utz Snack Pack Potato Chips, 1 Oz, 12 Count pantry candy & snacks snacks, chips, salsas & dips",chips,10898615Walmart,"Utz Snack Pack Potato Chips, 1 Oz, 12 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"10898617Walmart Utz Variety Snack Pack, 1 Oz, 12 Count pantry candy & snacks snacks, chips, salsas & dips",chips,10898617Walmart,"Utz Variety Snack Pack, 1 Oz, 12 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"10898619Walmart Utz Pretzels, Extra Thins 16 oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,10898619Walmart,"Utz Pretzels, Extra Thins 16 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"10898629Walmart Utz Specials Extra Dark Sourdough Pretzels pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,10898629Walmart,Utz Specials Extra Dark Sourdough Pretzels,pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"10898632Walmart Utz Old Fashioned Pretzel Rods, 27 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,10898632Walmart,"Utz Old Fashioned Pretzel Rods, 27 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"10898634Walmart Utz Sourdough Specials Original Pretzels, 16 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,10898634Walmart,"Utz Sourdough Specials Original Pretzels, 16 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"10898639Walmart Utz Party Mix, 12 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,10898639Walmart,"Utz Party Mix, 12 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"10898754Walmart Great Value Chewy Granola Bars, Sweet Salty Almond, 74 oz, 6 Count pantry candy & snacks snacks, chips, salsas & dips",nutrition & granola bars,10898754Walmart,"Great Value Chewy Granola Bars, Sweet Salty Almond, 74 oz, 6 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars
"10898848Walmart Utz Original Potato Chips, 145 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,10898848Walmart,"Utz Original Potato Chips, 145 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"10898849Walmart Utz Salt'n Vinegar Potato Chips, 95 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,10898849Walmart,"Utz Salt'n Vinegar Potato Chips, 95 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"10898851Walmart Utz GlutenFree Barbeque Potato Chips Family Size, 95 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,10898851Walmart,"Utz GlutenFree Barbeque Potato Chips Family Size, 95 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"10898852Walmart Utz Ripples Sour Cream Onion Potato Chips, 95 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,10898852Walmart,"Utz Ripples Sour Cream Onion Potato Chips, 95 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"10898854Walmart Utz GlutenFree Ripples Original Potato Chips Family Size, 95 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,10898854Walmart,"Utz GlutenFree Ripples Original Potato Chips Family Size, 95 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"10898855Walmart Utz Ripples Potato Chips, 145 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,10898855Walmart,"Utz Ripples Potato Chips, 145 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"10898858Walmart Grandma Utz's Handcooked Potato Chips, 8 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,10898858Walmart,"Grandma Utz's Handcooked Potato Chips, 8 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"10898859Walmart Grandma Utz's Hand cooked Potato Chips Big Bag, 145 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,10898859Walmart,"Grandma Utz's Hand cooked Potato Chips Big Bag, 145 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"10900040Walmart Frito Lay Simply Lay's Sea Salted Potato Chips, 85 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,10900040Walmart,"Frito Lay Simply Lay's Sea Salted Potato Chips, 85 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"10900080Walmart Lay's Stax Original Potato Crisps, 575 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,10900080Walmart,"Lay's Stax Original Potato Crisps, 575 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"10900081Walmart Lay's Stax Mesquite Barbecue Potato Crisps, 55 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,10900081Walmart,"Lay's Stax Mesquite Barbecue Potato Crisps, 55 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"10900082Walmart Lay's Stax Cheddar Potato Crisps, 55 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,10900082Walmart,"Lay's Stax Cheddar Potato Crisps, 55 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"10900083Walmart Lay's Stax Sour Cream Onion Potato Crisps, 55 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,10900083Walmart,"Lay's Stax Sour Cream Onion Potato Crisps, 55 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"109870857Walmart Extra Gum Peppermint, Sugarfree Chewing Gum, Mega Pack, 35 Sticks pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,109870857Walmart,"Extra Gum Peppermint, Sugarfree Chewing Gum, Mega Pack, 35 Sticks",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"109915066Walmart Kernel Season's Cheesy Caramel Corn Popcorn Seasoning, 285 Oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,109915066Walmart,"Kernel Season's Cheesy Caramel Corn Popcorn Seasoning, 285 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"10996960Walmart CheezIt Baked Original Cheese Crackers Family Size, 21 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,10996960Walmart,"CheezIt Baked Original Cheese Crackers Family Size, 21 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"10996966Walmart Pepperidge Farm Bordeaux Caramelized Crisp Cookies, 675 oz Bag pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,10996966Walmart,"Pepperidge Farm Bordeaux Caramelized Crisp Cookies, 675 oz Bag",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"11045784Walmart Keebler Fudge Stripes Original Cookies, 115 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,11045784Walmart,"Keebler Fudge Stripes Original Cookies, 115 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"11045787Walmart Keebler Fudge Sticks Original Cookies, 85 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,11045787Walmart,"Keebler Fudge Sticks Original Cookies, 85 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"11047166Walmart Ghirardelli Squares Dark Raspberry Chocolates, 532 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,11047166Walmart,"Ghirardelli Squares Dark Raspberry Chocolates, 532 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"11047314Walmart Frito Lays 2 Go Doritos Nacho Cheese Tortilla Chips, 1 Oz, 12 Count pantry candy & snacks snacks, chips, salsas & dips",chips,11047314Walmart,"Frito Lays 2 Go Doritos Nacho Cheese Tortilla Chips, 1 Oz, 12 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"11047316Walmart Rold Gold Pretzel Thins, 16 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,11047316Walmart,"Rold Gold Pretzel Thins, 16 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"11047574Walmart Great Value Gummy Bear Chewy Candies, 40 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,11047574Walmart,"Great Value Gummy Bear Chewy Candies, 40 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"11047577Walmart Great Value Gummy Bear Chewy Candies, 9 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,11047577Walmart,"Great Value Gummy Bear Chewy Candies, 9 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"11047584Walmart Great Value Ginger Snaps, 16 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,11047584Walmart,"Great Value Ginger Snaps, 16 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"110851156Walmart Hershey's Hugs Kisses Milk Chocolate and White Creme Candy, 12 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,110851156Walmart,"Hershey's Hugs Kisses Milk Chocolate and White Creme Candy, 12 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"110982967Walmart Annie's Homegrown Organic Chocolate Chip Cookie Bites, 975 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,110982967Walmart,"Annie's Homegrown Organic Chocolate Chip Cookie Bites, 975 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"111670016Walmart Snack Factory Milk Chocolate Crunch Covered Pretzels Crisps, 55 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,111670016Walmart,"Snack Factory Milk Chocolate Crunch Covered Pretzels Crisps, 55 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"111762852Walmart Nabisco Oreo Firework Chocolate Sandwich Cookies, 107 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,111762852Walmart,"Nabisco Oreo Firework Chocolate Sandwich Cookies, 107 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"111830882Walmart Dove Promised Dark Chocolate Candy Bar, 330 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,111830882Walmart,"Dove Promised Dark Chocolate Candy Bar, 330 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"112202889Instacart Nature's Promise Trail Mix Peanut Butter Lover's pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,112202889Instacart,Nature's Promise Trail Mix Peanut Butter Lover's,pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"112277509Walmart Hershey's Cookies 'N' Crme Crunchers Snack, 65 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,112277509Walmart,"Hershey's Cookies 'N' Crme Crunchers Snack, 65 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"112312675Instacart Nature's Promise Vegetable Sticks pantry candy & snacks snacks, chips, salsas & dips",chips,112312675Instacart,Nature's Promise Vegetable Sticks,pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"112355550Instacart Nature's Promise Dark Chocolate Cherry Bliss Trail Mix pantry candy & snacks snacks, chips, salsas & dips","nuts, seeds & dried fruit",112355550Instacart,Nature's Promise Dark Chocolate Cherry Bliss Trail Mix,pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit "
"112468913Instacart Nature's Promise Organic Gluten Free Granola Fruit & Nut pantry candy & snacks snacks, chips, salsas & dips","nuts, seeds & dried fruit",112468913Instacart,Nature's Promise Organic Gluten Free Granola Fruit & Nut,pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit "
"112564440Instacart Wegmans Raisins pantry candy & snacks snacks, chips, salsas & dips","nuts, seeds & dried fruit",112564440Instacart,Wegmans Raisins,pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit "
"112620937Walmart Trident SugarFree Cinnamon Flavor Gum, 14 Pieces, 3 Count pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,112620937Walmart,"Trident SugarFree Cinnamon Flavor Gum, 14 Pieces, 3 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"112729695Walmart Trolli Sour Brite Octopus, Assorted Flavors 425 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,112729695Walmart,"Trolli Sour Brite Octopus, Assorted Flavors 425 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"112995036Walmart Sour Patch Kids Extreme Soft Chewy Candies, 72 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,112995036Walmart,"Sour Patch Kids Extreme Soft Chewy Candies, 72 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"11303914Walmart Great Value Fudge Covered Peanut Butter Filled Cookies, 95 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,11303914Walmart,"Great Value Fudge Covered Peanut Butter Filled Cookies, 95 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"113206267Walmart Hostess Bakery Classics Cinnamon Streusel Coffee Cakes, 289 oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,113206267Walmart,"Hostess Bakery Classics Cinnamon Streusel Coffee Cakes, 289 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"113320764Walmart Natural Delights Medjool Dates, 12 oz pantry candy & snacks snacks, chips, salsas & dips","nuts, seeds & dried fruit",113320764Walmart,"Natural Delights Medjool Dates, 12 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit "
"11342469Instacart Nature Valley Sweet & Salty Nut, 48 x 12 oz pantry candy & snacks snacks, chips, salsas & dips","nuts, seeds & dried fruit",11342469Instacart,"Nature Valley Sweet & Salty Nut, 48 x 12 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit "
"113835395Walmart Lay's Barbecue Flavored Potato Chips Party Size, 1475 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,113835395Walmart,"Lay's Barbecue Flavored Potato Chips Party Size, 1475 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"113930356Walmart Tostitos Yellow Corn Bite Size Tortilla Chips, 125 Oz pantry candy & snacks snacks, chips, salsas & dips",chips,113930356Walmart,"Tostitos Yellow Corn Bite Size Tortilla Chips, 125 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"114262161Walmart Toffifay Hazelnut Caramel Cream Chocolate Box, 35 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,114262161Walmart,"Toffifay Hazelnut Caramel Cream Chocolate Box, 35 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"114419314Walmart Great Value Cheddar Sour Cream Potato Chips Party Size, 13 oz pantry candy & snacks snacks, chips, salsas & dips",chips,114419314Walmart,"Great Value Cheddar Sour Cream Potato Chips Party Size, 13 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"114881567Walmart Tcho Milk Chocolate Mokaccino, 247 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,114881567Walmart,"Tcho Milk Chocolate Mokaccino, 247 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"115594927Walmart Hershey's Cookie Layer Crunch Triple Chocolate Candy, 63 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,115594927Walmart,"Hershey's Cookie Layer Crunch Triple Chocolate Candy, 63 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"115614560Walmart Flipz White Fudge Pretzels, 75 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,115614560Walmart,"Flipz White Fudge Pretzels, 75 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"115733099Walmart Milka oreo chocolate candy bar king size 2 ct pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,115733099Walmart,Milka oreo chocolate candy bar king size 2 ct,pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"115866107Walmart KitKat Minis White Chocolate Crisp Wafer Candy Bars, 148 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,115866107Walmart,"KitKat Minis White Chocolate Crisp Wafer Candy Bars, 148 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"116004502Walmart Brach's Kiddie Assorted Candy Mix, 48 Oz, 145 Count pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,116004502Walmart,"Brach's Kiddie Assorted Candy Mix, 48 Oz, 145 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"116087795Walmart RXBAR Chocolate Sea Salt Whole Food Protein Bars, Gluten Free, 4 Ct pantry candy & snacks snacks, chips, salsas & dips",nutrition & granola bars,116087795Walmart,"RXBAR Chocolate Sea Salt Whole Food Protein Bars, Gluten Free, 4 Ct",pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars
"116160870Instacart Hershey Sundae Dream Caramel Syrup pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,116160870Instacart,Hershey Sundae Dream Caramel Syrup,pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"116214325Walmart Hershey's Kisses Milk Chocolate with Almond Candy, 11 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,116214325Walmart,"Hershey's Kisses Milk Chocolate with Almond Candy, 11 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"116315715Walmart Freshness Guaranteed Mini Chocolate Chip Muffins , 12 oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,116315715Walmart,"Freshness Guaranteed Mini Chocolate Chip Muffins , 12 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"116433058Walmart Tostitos Simply Organic Doritos Spicy White Cheddar Tortilla Chips, 75 oz Bag pantry candy & snacks snacks, chips, salsas & dips",chips,116433058Walmart,"Tostitos Simply Organic Doritos Spicy White Cheddar Tortilla Chips, 75 oz Bag",pantry,candy & snacks,"snacks, chips, salsas & dips",,chips
"117543080Walmart Great Value Oatmeal Cookies Family Size, 18 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,117543080Walmart,"Great Value Oatmeal Cookies Family Size, 18 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"117554158Walmart Great Value Glazed Honey Bun, 4 oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,117554158Walmart,"Great Value Glazed Honey Bun, 4 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"117578824Walmart Jack Links Extra Tender Beef Strips, Original, 285oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,117578824Walmart,"Jack Links Extra Tender Beef Strips, Original, 285oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"117787402Walmart MM'S Coffee Nut Chocolate Candy, 327Ounce pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,117787402Walmart,"MM'S Coffee Nut Chocolate Candy, 327Ounce",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"118006168Instacart Orville Redenbacher's Kettle Corn pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,118006168Instacart,Orville Redenbacher's Kettle Corn,pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"118729804Walmart Planters Deluxe Mixed Nuts with Sea Salt 34 oz Jar pantry candy & snacks snacks, chips, salsas & dips","nuts, seeds & dried fruit",118729804Walmart,Planters Deluxe Mixed Nuts with Sea Salt 34 oz Jar,pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit "
"118967839Walmart Hershey's Nuggets Special Dark Chocolate Candy, 1056 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,118967839Walmart,"Hershey's Nuggets Special Dark Chocolate Candy, 1056 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"119516590Walmart Nabisco Newtons Soft Chewy Strawberry Fruit Cookies, 10 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,119516590Walmart,"Nabisco Newtons Soft Chewy Strawberry Fruit Cookies, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"11957735Instacart Ferrero Rocher Hazelnut Chocolates, 48 Ct pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,11957735Instacart,"Ferrero Rocher Hazelnut Chocolates, 48 Ct",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"119579885Walmart Great Value Chewy Chocolate Chip Cookies Family Size, 195 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,119579885Walmart,"Great Value Chewy Chocolate Chip Cookies Family Size, 195 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"11957991Instacart Doritos Nacho Cheese, 30 oz pantry candy & snacks snacks, chips, salsas & dips","salsas, dips & spreads",11957991Instacart,"Doritos Nacho Cheese, 30 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads"
"119585989Walmart Hostess Mint Chocolate Cupcakes Limited Edition, 127 oz Box 8 count pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,119585989Walmart,"Hostess Mint Chocolate Cupcakes Limited Edition, 127 oz Box 8 count",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"11964612Walmart Life Savers Gummies 5 Flavors Candy, 7 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,11964612Walmart,"Life Savers Gummies 5 Flavors Candy, 7 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"11964620Walmart Eclipse, Sugar Free Winterfrost Chewing Gum, 60 Pcs pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,11964620Walmart,"Eclipse, Sugar Free Winterfrost Chewing Gum, 60 Pcs",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"11964693Walmart Frito Lay 2GO Cheetos Crunchy Cheese Flavored Snacks, 1 Oz, 12 Count pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,11964693Walmart,"Frito Lay 2GO Cheetos Crunchy Cheese Flavored Snacks, 1 Oz, 12 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"11964831Walmart Utz Cheese Balls, 85 oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,11964831Walmart,"Utz Cheese Balls, 85 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"119660402Walmart Lance ToastChee Cheddar Sandwich Crackers, 8 Ct pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,119660402Walmart,"Lance ToastChee Cheddar Sandwich Crackers, 8 Ct",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"11979984Walmart Newman's Own Mild All Natural Chunky Salsa16 oz pantry candy & snacks snacks, chips, salsas & dips","salsas, dips & spreads",11979984Walmart,Newman's Own Mild All Natural Chunky Salsa16 oz,pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads"
"11979985Walmart Newman's Own All Natural Chunky Medium Salsa, 16 Oz pantry candy & snacks snacks, chips, salsas & dips","salsas, dips & spreads",11979985Walmart,"Newman's Own All Natural Chunky Medium Salsa, 16 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads"
"11979986Walmart Newman's Own Black Bean Corn Medium Salsa, 16 oz pantry candy & snacks snacks, chips, salsas & dips","salsas, dips & spreads",11979986Walmart,"Newman's Own Black Bean Corn Medium Salsa, 16 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads"
"11979987Walmart Newman's Own Mango Medium Salsa, 16 Oz pantry candy & snacks snacks, chips, salsas & dips","salsas, dips & spreads",11979987Walmart,"Newman's Own Mango Medium Salsa, 16 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads"
"11984484Walmart Pace Chunky Salsa, Mild, 64 oz Jar pantry candy & snacks snacks, chips, salsas & dips","salsas, dips & spreads",11984484Walmart,"Pace Chunky Salsa, Mild, 64 oz Jar",pantry,candy & snacks,"snacks, chips, salsas & dips",,"salsas, dips & spreads"
"11989587Walmart Lance Captain's Wafers Grilled Cheese Sandwich Crackers, 138 Oz, 8 Count pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,11989587Walmart,"Lance Captain's Wafers Grilled Cheese Sandwich Crackers, 138 Oz, 8 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"119935354Walmart Great Value Original Fruit Smiles, 288 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,119935354Walmart,"Great Value Original Fruit Smiles, 288 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"11997740Walmart Great Value Fudge Mint Cookies, 10 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,11997740Walmart,"Great Value Fudge Mint Cookies, 10 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"12018790Walmart Lu Petit Ecolier ExtraDark Chocolate 70% Cocoa European Biscuits, 529 Oz pantry candy & snacks snacks, chips, salsas & dips",cookies & crackers,12018790Walmart,"Lu Petit Ecolier ExtraDark Chocolate 70% Cocoa European Biscuits, 529 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,cookies & crackers
"12018832Walmart Luna Lemonzest Whole Nutrition Bars 6169 oz pantry candy & snacks snacks, chips, salsas & dips",nutrition & granola bars,12018832Walmart,Luna Lemonzest Whole Nutrition Bars 6169 oz,pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars
"12018840Walmart Clif Bar Oatmeal Raisin Walnut Energy Bars 624 oz pantry candy & snacks snacks, chips, salsas & dips",nutrition & granola bars,12018840Walmart,Clif Bar Oatmeal Raisin Walnut Energy Bars 624 oz,pantry,candy & snacks,"snacks, chips, salsas & dips",,nutrition & granola bars
"120380501Walmart Great Value Gummy Worm Chewy Candies, 8 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,120380501Walmart,"Great Value Gummy Worm Chewy Candies, 8 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"120694965Walmart Ferrero Collection Diamond Gift Box, 91 Oz, 24 Count pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,120694965Walmart,"Ferrero Collection Diamond Gift Box, 91 Oz, 24 Count",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
"121308724Walmart Orchard Fresh Sea Salt & Pepper Cashews, 8oz pantry candy & snacks snacks, chips, salsas & dips","nuts, seeds & dried fruit",121308724Walmart,"Orchard Fresh Sea Salt & Pepper Cashews, 8oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,"nuts, seeds & dried fruit "
"121388916Walmart Great Value Iced Honey Bun, 4 oz pantry candy & snacks snacks, chips, salsas & dips",miscellaneous snacks,121388916Walmart,"Great Value Iced Honey Bun, 4 oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,miscellaneous snacks
"121478601Walmart Yehuda Chocolate Covered Matzo, 705 Oz pantry candy & snacks snacks, chips, salsas & dips",candy & chocolate,121478601Walmart,"Yehuda Chocolate Covered Matzo, 705 Oz",pantry,candy & snacks,"snacks, chips, salsas & dips",,candy & chocolate
